central_pressure,wind_speed,latitude,longitude,sst,vertical_wind_shear,relative_humidity,translation_speed
1006.0,23.0,33.2,-87.7,28.82,13.200000000000003,75.0,12.0
1007.0,20.0,33.6,-87.0,28.86,13.600000000000001,75.0,12.0
1007.0,20.0,33.9,-86.5,28.89,13.899999999999999,75.0,12.0
1007.0,20.0,34.1,-86.0,28.91,14.100000000000001,75.0,12.0
1009.0,20.0,35.6,-83.5,28.56,15.600000000000001,75.0,12.0
1009.0,20.0,36.0,-82.8,28.6,16.0,75.0,12.0
1009.0,20.0,36.5,-82.0,28.65,16.5,75.0,12.0
1009.0,20.0,36.9,-80.8,28.69,16.9,75.0,12.0
1009.0,20.0,37.3,-79.5,28.73,17.299999999999997,75.0,12.0
1010.0,30.0,12.6,-57.5,28.76,22.6,75.0,12.0
1010.0,33.0,12.9,-58.6,28.79,22.9,75.0,12.0
1010.0,35.0,13.2,-59.8,28.82,23.2,75.0,12.0
1010.0,35.0,13.4,-60.9,28.84,23.4,75.0,12.0
1009.0,40.0,14.4,-67.6,28.94,24.4,75.0,12.0
1008.0,43.0,14.6,-68.8,28.96,24.6,75.0,12.0
1006.0,45.0,14.8,-70.0,28.98,24.8,75.0,12.0
1004.0,48.0,14.9,-71.0,28.99,24.9,75.0,12.0
1004.0,55.0,15.3,-76.5,28.53,10.3,75.0,12.0
1003.0,55.0,15.6,-77.5,28.56,10.6,75.0,12.0
1002.0,55.0,16.0,-79.4,28.6,11.0,75.0,12.0
1002.0,55.0,16.1,-80.3,28.61,11.100000000000001,75.0,12.0
988.0,70.0,17.5,-82.8,28.75,12.5,75.0,12.0
996.0,63.0,18.1,-83.4,28.81,13.100000000000001,75.0,12.0
1003.0,55.0,18.6,-84.1,28.86,13.600000000000001,75.0,12.0
1007.0,53.0,19.1,-84.8,28.91,14.100000000000001,75.0,12.0
1010.0,50.0,19.7,-85.5,28.97,14.7,75.0,12.0
1009.0,50.0,21.1,-87.2,28.61,16.1,75.0,12.0
1009.0,48.0,21.5,-87.7,28.65,16.5,75.0,12.0
1009.0,45.0,21.8,-88.2,28.68,16.8,75.0,12.0
1009.0,45.0,22.2,-88.7,28.72,17.2,75.0,12.0
1008.0,45.0,22.6,-89.2,28.76,17.6,75.0,12.0
1006.0,45.0,23.9,-90.7,28.89,18.9,75.0,12.0
1007.0,45.0,24.3,-90.8,28.93,19.3,75.0,12.0
1008.0,45.0,24.6,-90.9,28.96,19.6,75.0,12.0
1006.0,45.0,24.8,-91.2,28.98,19.8,75.0,12.0
1003.0,45.0,24.9,-91.5,28.99,19.9,75.0,12.0
999.0,50.0,25.1,-92.1,28.51,20.1,75.0,12.0
997.0,50.0,25.2,-92.2,28.52,20.2,75.0,12.0
995.0,50.0,25.3,-92.2,28.53,20.3,75.0,12.0
993.0,53.0,25.5,-92.2,28.55,20.5,75.0,12.0
991.0,55.0,25.6,-92.2,28.56,20.6,75.0,12.0
991.0,55.0,26.7,-92.6,28.67,21.7,75.0,12.0
990.0,58.0,27.0,-92.8,28.7,22.0,75.0,12.0
989.0,60.0,27.3,-93.0,28.73,22.3,75.0,12.0
989.0,60.0,27.5,-93.3,28.75,22.5,75.0,12.0
988.0,60.0,27.7,-93.6,28.77,22.7,75.0,12.0
982.0,75.0,28.3,-95.5,28.83,23.3,75.0,12.0
983.0,73.0,28.5,-96.2,28.85,23.5,75.0,12.0
984.0,70.0,28.6,-96.9,28.86,23.6,75.0,12.0
990.0,60.0,28.6,-97.6,28.86,23.6,75.0,12.0
995.0,50.0,28.5,-98.2,28.85,23.5,75.0,12.0
1005.0,35.0,29.1,-101.7,28.91,24.1,75.0,12.0
1007.0,35.0,29.3,-102.6,28.93,24.3,75.0,12.0
1011.0,33.0,29.6,-103.4,28.96,24.6,75.0,12.0
1014.0,30.0,29.9,-104.3,28.99,24.9,75.0,12.0
1017.0,25.0,30.8,-54.1,28.58,10.8,75.0,12.0
1016.0,28.0,31.3,-54.4,28.63,11.3,75.0,12.0
1015.0,30.0,31.7,-54.7,28.67,11.7,75.0,12.0
1014.0,33.0,32.1,-55.0,28.71,12.100000000000001,75.0,12.0
1010.0,48.0,33.9,-56.0,28.89,13.899999999999999,75.0,12.0
1009.0,50.0,34.4,-56.4,28.94,14.399999999999999,75.0,12.0
1009.0,53.0,34.8,-56.5,28.98,14.799999999999997,75.0,12.0
1008.0,55.0,35.3,-56.6,28.53,15.299999999999997,75.0,12.0
1008.0,55.0,35.8,-56.5,28.58,15.799999999999997,75.0,12.0
1005.0,58.0,37.6,-55.5,28.76,17.6,75.0,12.0
1003.0,60.0,38.1,-54.9,28.81,18.1,75.0,12.0
1003.0,63.0,38.7,-54.1,28.87,18.700000000000003,75.0,12.0
1002.0,65.0,39.2,-53.4,28.92,19.200000000000003,75.0,12.0
1002.0,65.0,39.7,-52.5,28.97,19.700000000000003,75.0,12.0
1001.0,65.0,41.6,-48.9,28.66,21.6,75.0,12.0
1001.0,65.0,42.1,-47.8,28.71,22.1,75.0,12.0
1002.0,63.0,42.4,-46.8,28.74,22.4,75.0,12.0
1003.0,60.0,42.7,-45.8,28.77,22.700000000000003,75.0,12.0
1004.0,58.0,42.7,-44.9,28.77,22.700000000000003,75.0,12.0
1008.0,43.0,42.2,-41.5,28.72,22.200000000000003,75.0,12.0
1008.0,40.0,41.9,-40.7,28.69,21.9,75.0,12.0
1009.0,35.0,41.4,-40.0,28.64,21.4,75.0,12.0
1009.0,30.0,40.9,-39.2,28.59,20.9,75.0,12.0
1009.0,30.0,40.3,-38.5,28.53,20.299999999999997,75.0,12.0
1011.0,28.0,38.3,-36.5,28.83,18.299999999999997,75.0,12.0
1011.0,25.0,37.9,-36.3,28.79,17.9,75.0,12.0
1012.0,25.0,37.5,-36.1,28.75,17.5,75.0,12.0
1013.0,25.0,37.1,-35.9,28.71,17.1,75.0,12.0
1014.0,25.0,36.7,-35.8,28.67,16.700000000000003,75.0,12.0
1018.0,25.0,35.5,-36.5,28.55,15.5,75.0,12.0
1018.0,25.0,35.3,-36.7,28.53,15.299999999999997,75.0,12.0
1019.0,25.0,35.2,-37.0,28.52,15.200000000000003,75.0,12.0
1019.0,25.0,35.1,-37.2,28.51,15.100000000000001,75.0,12.0
1020.0,23.0,35.0,-37.5,28.5,15.0,75.0,12.0
1020.0,20.0,35.2,-38.8,28.52,15.200000000000003,75.0,12.0
1020.0,20.0,35.5,-39.0,28.55,15.5,75.0,12.0
1020.0,20.0,35.8,-39.5,28.58,15.799999999999997,75.0,12.0
1020.0,20.0,36.0,-40.0,28.6,16.0,75.0,12.0
1021.0,20.0,36.0,-40.3,28.6,16.0,75.0,12.0
1021.0,20.0,36.5,-40.3,28.65,16.5,75.0,12.0
1021.0,20.0,36.5,-40.0,28.65,16.5,75.0,12.0
1021.0,20.0,36.5,-39.8,28.65,16.5,75.0,12.0
1021.0,20.0,36.4,-39.5,28.64,16.4,75.0,12.0
1022.0,20.0,36.5,-39.2,28.65,16.5,75.0,12.0
1022.0,20.0,36.1,-39.1,28.61,16.1,75.0,12.0
1022.0,20.0,36.0,-39.0,28.6,16.0,75.0,12.0
1022.0,20.0,35.8,-39.0,28.58,15.799999999999997,75.0,12.0
1022.0,20.0,35.5,-39.0,28.55,15.5,75.0,12.0
1023.0,20.0,35.0,-39.3,28.5,15.0,75.0,12.0
1023.0,20.0,33.4,-40.3,28.84,13.399999999999999,75.0,12.0
1023.0,20.0,33.0,-40.5,28.8,13.0,75.0,12.0
1023.0,20.0,32.5,-40.8,28.75,12.5,75.0,12.0
1023.0,20.0,32.0,-41.0,28.7,12.0,75.0,12.0
1024.0,20.0,31.5,-41.5,28.65,11.5,75.0,12.0
1010.0,30.0,12.3,-43.5,28.73,22.3,75.0,12.0
1010.0,30.0,12.4,-44.4,28.74,22.4,75.0,12.0
1011.0,30.0,12.8,-47.9,28.78,22.8,75.0,12.0
1011.0,30.0,12.9,-48.8,28.79,22.9,75.0,12.0
1012.0,30.0,13.1,-49.8,28.81,23.1,75.0,12.0
1012.0,30.0,13.2,-50.9,28.82,23.2,75.0,12.0
1012.0,30.0,13.4,-52.0,28.84,23.4,75.0,12.0
1012.0,30.0,14.0,-57.4,28.9,24.0,75.0,12.0
1017.0,25.0,29.3,-80.1,28.93,24.3,75.0,12.0
1017.0,25.0,29.7,-80.3,28.97,24.7,75.0,12.0
1017.0,25.0,30.1,-80.5,28.51,10.100000000000001,75.0,12.0
1017.0,28.0,30.4,-80.7,28.54,10.399999999999999,75.0,12.0
1016.0,30.0,30.7,-80.8,28.57,10.7,75.0,12.0
1022.0,20.0,32.3,-82.0,28.73,12.299999999999997,75.0,12.0
1022.0,18.0,32.5,-82.3,28.75,12.5,75.0,12.0
1022.0,15.0,32.8,-82.6,28.78,12.799999999999997,75.0,12.0
1022.0,15.0,32.9,-82.8,28.79,12.899999999999999,75.0,12.0
1022.0,15.0,33.0,-83.0,28.8,13.0,75.0,12.0
1007.0,45.0,26.1,-90.5,28.61,21.1,75.0,12.0
998.0,53.0,25.9,-93.5,28.59,20.9,75.0,12.0
995.0,55.0,25.9,-94.4,28.59,20.9,75.0,12.0
996.0,50.0,25.0,-98.3,28.5,20.0,75.0,12.0
1003.0,35.0,24.8,-98.9,28.98,19.8,75.0,12.0
1006.0,30.0,24.8,-99.6,28.98,19.8,75.0,12.0
1008.0,30.0,16.2,-68.2,28.62,11.2,75.0,12.0
1009.0,25.0,14.6,-30.7,28.96,24.6,75.0,12.0
1007.0,33.0,14.9,-35.2,28.99,24.9,75.0,12.0
1006.0,35.0,15.0,-36.2,28.5,10.0,75.0,12.0
1005.0,38.0,15.1,-37.2,28.51,10.1,75.0,12.0
1004.0,40.0,15.1,-38.2,28.51,10.1,75.0,12.0
997.0,50.0,15.4,-42.5,28.54,10.4,75.0,12.0
997.0,50.0,15.5,-43.1,28.55,10.5,75.0,12.0
994.0,55.0,15.7,-43.7,28.57,10.7,75.0,12.0
990.0,60.0,15.8,-44.3,28.58,10.8,75.0,12.0
989.0,63.0,16.1,-45.0,28.61,11.100000000000001,75.0,12.0
979.0,78.0,16.9,-47.5,28.69,11.899999999999999,75.0,12.0
973.0,85.0,17.0,-48.0,28.7,12.0,75.0,12.0
967.0,93.0,17.1,-48.6,28.71,12.100000000000001,75.0,12.0
960.0,100.0,17.3,-49.2,28.73,12.3,75.0,12.0
956.0,105.0,17.5,-49.8,28.75,12.5,75.0,12.0
952.0,110.0,18.0,-52.5,28.8,13.0,75.0,12.0
950.0,113.0,18.1,-53.0,28.81,13.100000000000001,75.0,12.0
948.0,115.0,18.2,-53.5,28.82,13.2,75.0,12.0
947.0,118.0,18.3,-53.9,28.83,13.3,75.0,12.0
949.0,120.0,18.7,-56.3,28.87,13.7,75.0,12.0
947.0,123.0,18.9,-56.8,28.89,13.899999999999999,75.0,12.0
944.0,125.0,19.0,-57.3,28.9,14.0,75.0,12.0
944.0,125.0,19.1,-57.8,28.91,14.100000000000001,75.0,12.0
945.0,120.0,20.1,-59.9,28.51,15.100000000000001,75.0,12.0
946.0,120.0,20.3,-60.3,28.53,15.3,75.0,12.0
946.0,120.0,20.5,-60.7,28.55,15.5,75.0,12.0
946.0,118.0,20.7,-61.0,28.57,15.7,75.0,12.0
945.0,110.0,21.9,-62.3,28.69,16.9,75.0,12.0
945.0,110.0,22.2,-62.5,28.72,17.2,75.0,12.0
944.0,110.0,22.5,-62.8,28.75,17.5,75.0,12.0
942.0,113.0,22.9,-62.9,28.79,17.9,75.0,12.0
944.0,105.0,24.8,-63.8,28.98,19.8,75.0,12.0
943.0,108.0,25.3,-64.0,28.53,20.3,75.0,12.0
941.0,110.0,25.8,-64.3,28.58,20.8,75.0,12.0
941.0,113.0,26.5,-64.4,28.65,21.5,75.0,12.0
951.0,105.0,30.1,-65.3,28.51,10.100000000000001,75.0,12.0
951.0,105.0,31.0,-65.3,28.6,11.0,75.0,12.0
950.0,105.0,31.8,-65.3,28.68,11.8,75.0,12.0
952.0,103.0,32.6,-65.0,28.76,12.600000000000001,75.0,12.0
957.0,100.0,36.0,-62.4,28.6,16.0,75.0,12.0
958.0,100.0,36.5,-61.4,28.65,16.5,75.0,12.0
958.0,100.0,36.9,-60.4,28.69,16.9,75.0,12.0
960.0,95.0,37.4,-59.3,28.74,17.4,75.0,12.0
967.0,80.0,40.6,-53.4,28.56,20.6,75.0,12.0
970.0,78.0,41.5,-52.0,28.65,21.5,75.0,12.0
972.0,75.0,42.3,-50.7,28.73,22.299999999999997,75.0,12.0
974.0,73.0,43.3,-49.3,28.83,23.299999999999997,75.0,12.0
979.0,68.0,47.5,-42.8,28.75,12.5,75.0,12.0
980.0,65.0,48.7,-40.8,28.87,13.700000000000003,75.0,12.0
980.0,65.0,50.2,-38.4,28.52,15.200000000000003,75.0,12.0
980.0,65.0,51.7,-36.0,28.67,16.700000000000003,75.0,12.0
1008.0,30.0,24.3,-92.4,28.93,19.3,75.0,12.0
1009.0,33.0,24.6,-92.8,28.96,19.6,75.0,12.0
1009.0,35.0,24.9,-93.3,28.99,19.9,75.0,12.0
1009.0,35.0,25.4,-93.8,28.54,20.4,75.0,12.0
1009.0,35.0,25.8,-94.3,28.58,20.8,75.0,12.0
1008.0,33.0,29.8,-95.4,28.98,24.8,75.0,12.0
1009.0,30.0,30.1,-95.6,28.51,10.100000000000001,75.0,12.0
1009.0,28.0,30.5,-96.0,28.55,10.5,75.0,12.0
1009.0,25.0,30.9,-96.4,28.59,10.899999999999999,75.0,12.0
1011.0,20.0,33.1,-96.1,28.81,13.100000000000001,75.0,12.0
1011.0,20.0,33.6,-95.7,28.86,13.600000000000001,75.0,12.0
1011.0,18.0,33.9,-95.3,28.89,13.899999999999999,75.0,12.0
1011.0,15.0,34.1,-95.0,28.91,14.100000000000001,75.0,12.0
1013.0,25.0,27.4,-87.7,28.74,22.4,75.0,12.0
1012.0,25.0,27.5,-87.8,28.75,22.5,75.0,12.0
1011.0,25.0,27.6,-87.8,28.76,22.6,75.0,12.0
1010.0,30.0,27.8,-87.2,28.78,22.8,75.0,12.0
1002.0,30.0,27.8,-86.3,28.78,22.8,75.0,12.0
1003.0,30.0,27.7,-86.0,28.77,22.7,75.0,12.0
1004.0,30.0,27.6,-85.8,28.76,22.6,75.0,12.0
997.0,40.0,28.1,-84.4,28.81,23.1,75.0,12.0
997.0,45.0,28.2,-84.3,28.82,23.2,75.0,12.0
997.0,50.0,28.3,-84.2,28.83,23.3,75.0,12.0
1000.0,40.0,28.1,-84.1,28.81,23.1,75.0,12.0
1007.0,25.0,28.4,-81.8,28.84,23.4,75.0,12.0
1007.0,25.0,28.8,-81.1,28.88,23.8,75.0,12.0
1006.0,25.0,29.2,-80.4,28.92,24.2,75.0,12.0
1006.0,28.0,29.6,-80.0,28.96,24.6,75.0,12.0
1006.0,30.0,30.8,-78.5,28.58,10.8,75.0,12.0
1006.0,30.0,31.1,-78.2,28.61,11.100000000000001,75.0,12.0
1006.0,30.0,31.3,-77.9,28.63,11.3,75.0,12.0
1006.0,30.0,31.5,-77.5,28.65,11.5,75.0,12.0
1006.0,30.0,32.5,-75.9,28.75,12.5,75.0,12.0
1006.0,28.0,32.7,-75.6,28.77,12.700000000000003,75.0,12.0
1006.0,25.0,32.9,-75.3,28.79,12.899999999999999,75.0,12.0
1004.0,38.0,13.8,-33.3,28.88,23.8,75.0,12.0
1003.0,40.0,13.6,-33.9,28.86,23.6,75.0,12.0
1002.0,43.0,13.5,-34.4,28.85,23.5,75.0,12.0
1000.0,45.0,13.4,-34.9,28.84,23.4,75.0,12.0
989.0,63.0,14.2,-36.9,28.92,24.2,75.0,12.0
987.0,65.0,14.4,-37.3,28.94,24.4,75.0,12.0
986.0,68.0,14.8,-37.9,28.98,24.8,75.0,12.0
984.0,70.0,15.2,-38.5,28.52,10.2,75.0,12.0
959.0,103.0,16.8,-41.5,28.68,11.8,75.0,12.0
952.0,110.0,17.1,-42.0,28.71,12.100000000000001,75.0,12.0
952.0,110.0,17.4,-42.5,28.74,12.399999999999999,75.0,12.0
952.0,110.0,17.6,-43.1,28.76,12.600000000000001,75.0,12.0
950.0,113.0,17.9,-43.6,28.79,12.899999999999999,75.0,12.0
948.0,115.0,19.1,-45.8,28.91,14.100000000000001,75.0,12.0
948.0,115.0,19.4,-46.3,28.94,14.399999999999999,75.0,12.0
948.0,115.0,19.7,-46.8,28.97,14.7,75.0,12.0
948.0,115.0,20.0,-47.3,28.5,15.0,75.0,12.0
950.0,113.0,20.3,-47.8,28.53,15.3,75.0,12.0
948.0,115.0,21.1,-50.4,28.61,16.1,75.0,12.0
945.0,118.0,21.1,-50.9,28.61,16.1,75.0,12.0
942.0,120.0,21.1,-51.4,28.61,16.1,75.0,12.0
939.0,123.0,21.1,-51.8,28.61,16.1,75.0,12.0
930.0,130.0,21.4,-53.6,28.64,16.4,75.0,12.0
925.0,135.0,21.4,-54.0,28.64,16.4,75.0,12.0
920.0,140.0,21.4,-54.4,28.64,16.4,75.0,12.0
915.0,145.0,21.5,-54.8,28.65,16.5,75.0,12.0
918.0,143.0,21.6,-55.3,28.66,16.6,75.0,12.0
920.0,140.0,21.6,-57.4,28.66,16.6,75.0,12.0
920.0,140.0,21.6,-57.8,28.66,16.6,75.0,12.0
920.0,140.0,21.7,-58.2,28.67,16.7,75.0,12.0
923.0,138.0,21.8,-58.7,28.68,16.8,75.0,12.0
935.0,135.0,22.1,-61.0,28.71,17.1,75.0,12.0
934.0,138.0,22.3,-61.5,28.73,17.3,75.0,12.0
932.0,140.0,22.5,-62.1,28.75,17.5,75.0,12.0
934.0,138.0,22.7,-62.7,28.77,17.7,75.0,12.0
935.0,135.0,23.5,-65.8,28.85,18.5,75.0,12.0
934.0,138.0,23.7,-66.4,28.87,18.7,75.0,12.0
933.0,140.0,23.9,-67.0,28.89,18.9,75.0,12.0
935.0,135.0,24.1,-67.5,28.91,19.1,75.0,12.0
946.0,120.0,24.8,-69.4,28.98,19.8,75.0,12.0
948.0,118.0,25.1,-69.6,28.51,20.1,75.0,12.0
949.0,115.0,25.3,-69.8,28.53,20.3,75.0,12.0
951.0,110.0,25.5,-70.0,28.55,20.5,75.0,12.0
959.0,95.0,26.8,-70.9,28.68,21.8,75.0,12.0
959.0,95.0,27.1,-71.1,28.71,22.1,75.0,12.0
959.0,95.0,27.4,-71.2,28.74,22.4,75.0,12.0
958.0,95.0,27.8,-71.3,28.78,22.8,75.0,12.0
957.0,90.0,29.7,-72.5,28.97,24.7,75.0,12.0
956.0,90.0,30.1,-72.8,28.51,10.100000000000001,75.0,12.0
955.0,90.0,30.6,-73.0,28.56,10.600000000000001,75.0,12.0
954.0,90.0,31.1,-73.3,28.61,11.100000000000001,75.0,12.0
956.0,90.0,33.7,-75.2,28.87,13.700000000000003,75.0,12.0
957.0,88.0,34.4,-75.8,28.94,14.399999999999999,75.0,12.0
958.0,85.0,35.1,-76.4,28.51,15.100000000000001,75.0,12.0
964.0,75.0,35.9,-77.1,28.59,15.899999999999999,75.0,12.0
997.0,35.0,40.9,-80.3,28.59,20.9,75.0,12.0
999.0,33.0,42.4,-80.6,28.74,22.4,75.0,12.0
1000.0,30.0,43.9,-80.9,28.89,23.9,75.0,12.0
1000.0,28.0,46.0,-81.0,28.6,11.0,75.0,12.0
1009.0,25.0,11.5,-21.9,28.65,21.5,75.0,12.0
1009.0,25.0,11.4,-22.2,28.64,21.4,75.0,12.0
1009.0,25.0,11.3,-22.4,28.63,21.3,75.0,12.0
1009.0,25.0,11.2,-22.6,28.62,21.2,75.0,12.0
1007.0,28.0,12.0,-24.0,28.7,22.0,75.0,12.0
1007.0,30.0,12.4,-24.4,28.74,22.4,75.0,12.0
1007.0,30.0,13.0,-24.6,28.8,23.0,75.0,12.0
1007.0,30.0,13.6,-24.9,28.86,23.6,75.0,12.0
1010.0,25.0,15.6,-25.1,28.56,10.6,75.0,12.0
1010.0,25.0,15.9,-25.2,28.59,10.9,75.0,12.0
1009.0,25.0,28.2,-62.4,28.82,23.2,75.0,12.0
1008.0,28.0,28.3,-62.3,28.83,23.3,75.0,12.0
1007.0,30.0,28.3,-62.2,28.83,23.3,75.0,12.0
1007.0,33.0,28.4,-62.1,28.84,23.4,75.0,12.0
1000.0,45.0,29.2,-61.4,28.92,24.2,75.0,12.0
998.0,48.0,29.8,-61.5,28.98,24.8,75.0,12.0
996.0,50.0,30.4,-61.6,28.54,10.399999999999999,75.0,12.0
994.0,53.0,30.6,-61.7,28.56,10.600000000000001,75.0,12.0
987.0,65.0,31.8,-62.0,28.68,11.8,75.0,12.0
987.0,68.0,32.1,-62.0,28.71,12.100000000000001,75.0,12.0
987.0,70.0,32.5,-62.0,28.75,12.5,75.0,12.0
986.0,73.0,32.9,-62.0,28.79,12.899999999999999,75.0,12.0
979.0,75.0,35.2,-62.8,28.52,15.200000000000003,75.0,12.0
974.0,83.0,35.4,-63.0,28.54,15.399999999999999,75.0,12.0
969.0,90.0,35.5,-63.2,28.55,15.5,75.0,12.0
970.0,90.0,35.9,-63.4,28.59,15.899999999999999,75.0,12.0
970.0,90.0,38.5,-64.1,28.85,18.5,75.0,12.0
970.0,90.0,39.4,-64.1,28.94,19.4,75.0,12.0
970.0,90.0,40.2,-64.1,28.52,20.200000000000003,75.0,12.0
971.0,88.0,41.5,-64.0,28.65,21.5,75.0,12.0
1008.0,30.0,11.8,-37.7,28.68,21.8,75.0,12.0
1008.0,30.0,14.6,-39.8,28.96,24.6,75.0,12.0
1007.0,30.0,15.2,-40.2,28.52,10.2,75.0,12.0
1007.0,30.0,15.9,-40.6,28.59,10.9,75.0,12.0
1007.0,30.0,16.6,-41.0,28.66,11.600000000000001,75.0,12.0
1007.0,30.0,19.6,-43.4,28.96,14.600000000000001,75.0,12.0
1007.0,30.0,20.0,-43.8,28.5,15.0,75.0,12.0
1006.0,33.0,20.5,-44.0,28.55,15.5,75.0,12.0
1005.0,35.0,21.0,-44.2,28.6,16.0,75.0,12.0
997.0,50.0,23.4,-44.0,28.84,18.4,75.0,12.0
997.0,50.0,23.9,-43.6,28.89,18.9,75.0,12.0
997.0,50.0,24.4,-43.1,28.94,19.4,75.0,12.0
997.0,50.0,24.8,-42.6,28.98,19.8,75.0,12.0
993.0,55.0,27.8,-39.0,28.78,22.8,75.0,12.0
991.0,55.0,28.3,-38.2,28.83,23.3,75.0,12.0
989.0,60.0,28.8,-37.5,28.88,23.8,75.0,12.0
987.0,65.0,29.2,-36.8,28.92,24.2,75.0,12.0
992.0,55.0,31.3,-35.0,28.63,11.3,75.0,12.0
992.0,55.0,31.8,-35.1,28.68,11.8,75.0,12.0
994.0,53.0,32.2,-35.5,28.72,12.200000000000003,75.0,12.0
996.0,50.0,32.6,-36.0,28.76,12.600000000000001,75.0,12.0
996.0,53.0,32.3,-39.0,28.73,12.299999999999997,75.0,12.0
994.0,55.0,32.2,-39.6,28.72,12.200000000000003,75.0,12.0
991.0,60.0,32.0,-40.3,28.7,12.0,75.0,12.0
987.0,65.0,31.7,-40.9,28.67,11.7,75.0,12.0
979.0,75.0,30.2,-43.3,28.52,10.2,75.0,12.0
979.0,75.0,30.1,-43.6,28.51,10.100000000000001,75.0,12.0
978.0,78.0,30.0,-44.2,28.5,10.0,75.0,12.0
976.0,80.0,29.9,-44.7,28.99,24.9,75.0,12.0
970.0,90.0,29.4,-47.8,28.94,24.4,75.0,12.0
966.0,95.0,29.5,-48.5,28.95,24.5,75.0,12.0
962.0,100.0,29.6,-49.1,28.96,24.6,75.0,12.0
